Date,Open,High,Low,Close,Benefit,Tolerance,Month,Weekday
2019-12-11,97.485001,97.574997,97.014999,97.056,-0.4290009999999995,0.5599979999999931,12,3
2019-12-12,97.07,97.519997,97.029999,97.384003,0.3140030000000138,0.48999799999999993,12,4
2019-12-13,96.834999,97.230003,96.714996,97.170998,0.33599900000000105,0.5150069999999971,12,5
2019-12-16,97.150002,97.150002,96.93,96.964996,-0.18500600000000134,0.2200019999999938,12,1
2019-12-17,96.705002,96.864998,96.584999,96.777,0.07199800000000778,0.27999900000000366,12,2
2019-12-18,96.790001,97.044998,96.779999,96.962997,0.1729959999999977,0.2649990000000031,12,3
2019-12-19,96.974998,97.065002,96.805,96.955002,-0.01999600000000612,0.26000200000000007,12,4
2019-12-20,96.995003,97.349998,96.974998,97.274002,0.2789989999999989,0.375,12,5
2019-12-23,97.294998,97.404999,97.169998,97.235001,-0.05999700000000985,0.2350009999999969,12,1
2019-12-24,97.260002,97.389999,97.199997,97.250999,-0.009003000000006978,0.1900020000000069,12,2
2019-12-26,97.254997,97.294998,97.074997,97.114998,-0.1399990000000031,0.22000100000001055,12,4
2019-12-27,97.144997,97.160004,96.535004,96.545998,-0.5989990000000063,0.625,12,5
2019-12-30,96.595001,96.629997,96.254997,96.406998,-0.1880029999999948,0.375,12,1
2019-12-31,96.415001,96.415001,96.019997,96.057999,-0.3570020000000085,0.39500400000000013,12,2
2020-01-02,96.139999,96.559998,96.099998,96.525002,0.38500299999999754,0.45999999999999375,1,4
2020-01-03,96.440002,96.794998,96.394997,96.521004,0.08100199999999802,0.40000100000000316,1,5
2020-01-06,96.565002,96.584999,96.230003,96.349998,-0.21500400000000752,0.35499599999999987,1,1
2020-01-07,96.370003,96.794998,96.309998,96.702003,0.33200000000000784,0.48500000000001364,1,2
2020-01-08,96.559998,97.040001,96.525002,96.996002,0.43600400000001116,0.5149990000000031,1,3
2020-01-09,96.985001,97.275002,96.955002,97.162003,0.17700200000000166,0.3200000000000074,1,4
2020-01-10,97.144997,97.300003,97.004997,97.078003,-0.06699400000000821,0.29500600000000077,1,5
2020-01-13,97.099998,97.245003,97.019997,97.059998,-0.04000000000000625,0.22500599999999338,1,1
2020-01-14,97.089996,97.305,97.044998,97.094002,0.004006000000003951,0.26000200000000007,1,2
2020-01-15,97.095001,97.18,96.885002,96.959999,-0.13500200000000007,0.29499800000000675,1,3
2020-01-16,96.934998,97.114998,96.815002,97.061996,0.1269980000000004,0.29999599999999305,1,4
2020-01-17,97.07,97.410004,97.010002,97.359001,0.28900100000001316,0.40000200000000063,1,5
2020-01-21,97.385002,97.419998,97.150002,97.293999,-0.09100300000000061,0.2699960000000061,1,2
2020-01-22,97.379997,97.459999,97.150002,97.294998,-0.08499899999999627,0.30999699999999564,1,3
2020-01-23,97.305,97.589996,97.184998,97.484001,0.17900099999999952,0.4049980000000062,1,4
2020-01-24,97.489998,97.739998,97.449997,97.650002,0.1600040000000007,0.29000100000000373,1,5
2020-01-27,97.639999,97.800003,97.589996,97.766998,0.12699899999999786,0.2100070000000045,1,1
2020-01-28,97.745003,97.974998,97.714996,97.834999,0.0899959999999993,0.26000200000000007,1,2
2020-01-29,97.779999,98.004997,97.760002,97.819,0.03900099999999895,0.24499500000000296,1,3
2020-01-30,97.860001,97.910004,97.620003,97.706001,-0.15399999999999636,0.29000100000000373,1,4
2020-01-31,97.684998,97.790001,97.165001,97.212997,-0.4720009999999917,0.625,1,5
2020-02-03,97.245003,97.754997,97.230003,97.625,0.379997000000003,0.5249940000000066,2,1
2020-02-04,97.644997,97.855003,97.635002,97.808998,0.16400099999999895,0.22000099999999634,2,2
2020-02-05,97.800003,98.18,97.760002,98.157997,0.3579939999999908,0.41999800000000675,2,3
2020-02-06,98.18,98.445,98.074997,98.380997,0.20099699999998677,0.370002999999997,2,4
2020-02-07,98.334999,98.599998,98.300003,98.570999,0.2360000000000042,0.29999499999999557,2,5
2020-02-10,98.57,98.769997,98.489998,98.713997,0.14399700000001303,0.27999900000000366,2,1
2020-02-11,98.75,98.855003,98.584999,98.594002,-0.15599799999999675,0.27000400000000013,2,2
2020-02-12,98.665001,98.925003,98.580002,98.921997,0.2569960000000009,0.34500100000001055,2,3
2020-02-13,98.894997,99.010002,98.745003,98.958,0.06300299999999481,0.2649990000000031,2,4
2020-02-14,98.995003,99.044998,98.875,99.002998,0.00799500000000819,0.16999800000000675,2,5
2020-02-18,99.099998,99.375,99.029999,99.333,0.23300199999999904,0.34500099999999634,2,2
2020-02-19,99.315002,99.620003,99.275002,99.597,0.2819979999999873,0.34500099999999634,2,3
2020-02-20,99.470001,99.815002,99.445,99.776001,0.3059999999999974,0.3700020000000137,2,4
2020-02-21,99.764999,99.790001,99.139999,99.188004,-0.5769949999999966,0.6500020000000006,2,5
2020-02-24,99.379997,99.57,99.029999,99.283997,-0.09600000000000364,0.5400009999999895,2,1
2020-02-25,99.260002,99.32,98.809998,98.901001,-0.35900100000000634,0.5100020000000001,2,2
2020-02-26,98.989998,99.199997,98.849998,98.938004,-0.051993999999993434,0.34999899999999684,2,3
2020-02-27,98.964996,98.995003,98.294998,98.460999,-0.5039969999999983,0.7000049999999902,2,4
2020-02-28,98.389999,98.614998,97.910004,98.081001,-0.30899800000000255,0.7049939999999992,2,5
2020-03-02,97.985001,98.044998,97.135002,97.319,-0.6660009999999943,0.9099960000000067,3,1
2020-03-03,97.519997,97.654999,96.875,97.122002,-0.39799500000000876,0.7799990000000037,3,2
2020-03-04,97.144997,97.565002,97.07,97.306999,0.1620020000000011,0.4950020000000137,3,3
2020-03-05,97.345001,97.410004,96.489998,96.790001,-0.5549999999999926,0.9200060000000008,3,4
2020-03-06,96.644997,96.654999,95.684998,95.933998,-0.710999000000001,0.9700010000000105,3,5
2020-03-09,95.720001,95.779999,94.610001,94.870003,-0.8499979999999994,1.1699980000000068,3,1
2020-03-10,95.375,96.580002,95.18,96.389,1.0139999999999958,1.4000019999999864,3,2
2020-03-11,96.285004,96.610001,95.900002,96.491997,0.2069929999999971,0.7099989999999963,3,3
2020-03-12,96.620003,98.334999,96.055,97.463997,0.8439940000000092,2.2799989999999895,3,4
2020-03-13,97.495003,98.845001,97.334999,98.764,1.2689969999999988,1.510002,3,5
2020-03-16,97.985001,98.470001,97.555,98.239998,0.254997000000003,0.9150009999999895,3,1
2020-03-17,98.224998,100.074997,98.105003,99.804001,1.5790030000000002,1.9699939999999998,3,2
2020-03-18,99.695,102.040001,99.385002,101.542999,1.8479990000000015,2.6549990000000037,3,3
2020-03-19,101.129997,103.699997,101.044998,103.605003,2.4750059999999934,2.6549989999999895,3,4
2020-03-20,103.779999,103.824997,101.904999,103.501999,-0.2780000000000058,1.9199979999999925,3,5
2020-03-23,103.150002,103.959999,102.300003,103.239998,0.0899959999999993,1.6599959999999925,3,1
2020-03-24,102.830002,102.915001,101.555,102.247002,-0.5829999999999984,1.360000999999997,3,2
2020-03-25,101.864998,102.110001,100.834999,100.997002,-0.8679960000000051,1.2750020000000006,3,3
2020-03-26,100.970001,101.080002,99.364998,99.453003,-1.516998000000001,1.7150039999999933,3,4
2020-03-27,99.43,100.019997,98.345001,98.537003,-0.8929970000000083,1.6749960000000073,3,5
2020-03-30,98.43,99.445,98.394997,99.280998,0.8509979999999899,1.0500029999999896,3,1
2020-03-31,99.285004,100.125,98.875,99.092003,-0.19300099999999532,1.25,3,2
2020-04-01,99.025002,99.915001,98.955002,99.752998,0.7279960000000045,0.9599990000000105,4,3
2020-04-02,99.625,100.5,99.445,100.271004,0.6460040000000049,1.0550000000000068,4,4
2020-04-03,100.305,100.964996,100.239998,100.677002,0.37200199999999484,0.7249979999999994,4,5
2020-04-06,100.864998,101.029999,100.535004,100.754997,-0.1100009999999969,0.49499500000000296,4,1
2020-04-07,100.830002,100.830002,99.714996,99.914001,-0.9160009999999943,1.115005999999994,4,2
2020-04-08,99.980003,100.510002,99.949997,100.169998,0.18999500000001035,0.5600050000000039,4,3
2020-04-09,100.199997,100.345001,99.309998,99.503998,-0.6959990000000005,1.0350030000000032,4,4
2020-04-13,99.495003,99.639999,99.110001,99.335999,-0.15900399999999593,0.5299980000000062,4,1
2020-04-14,99.379997,99.434998,98.815002,98.885002,-0.49499500000000296,0.6199959999999862,4,2
2020-04-15,98.82,100.059998,98.82,99.486,0.666000000000011,1.239998,4,3
2020-04-16,99.669998,100.389999,99.639999,100.099998,0.4299999999999926,0.75,4,4
2020-04-17,99.970001,100.355003,99.660004,99.835999,-0.1340019999999953,0.6949989999999957,4,5
2020-04-20,99.769997,100.184998,99.75,100.057999,0.28800199999999165,0.4349979999999931,4,1
2020-04-21,100.055,100.629997,100.029999,100.374001,0.3190010000000001,0.5999979999999994,4,2
2020-04-22,100.330002,100.625,99.989998,100.528,0.19799800000001255,0.6350020000000001,4,3
2020-04-23,100.595001,100.849998,100.120003,100.535004,-0.05999699999999564,0.7299950000000024,4,4
2020-04-24,100.614998,100.974998,100.25,100.433998,-0.18099999999999739,0.7249979999999994,4,5
2020-04-27,100.269997,100.370003,99.839996,100.097,-0.1729970000000094,0.5300069999999977,4,1
2020-04-28,100.154999,100.294998,99.485001,99.933998,-0.2210010000000011,0.8099970000000098,4,2
2020-04-29,99.934998,99.955002,99.514999,99.643997,-0.2910009999999943,0.44000299999999015,4,3
2020-04-30,99.550003,99.800003,98.830002,99.028,-0.522002999999998,0.9700010000000105,4,4
2020-05-01,99.129997,99.224998,98.764999,99.099998,-0.02999900000000366,0.45999899999999627,5,5
2020-05-04,99.099998,99.654999,99.089996,99.567001,0.4670030000000054,0.5650030000000044,5,1
2020-05-05,99.580002,100.07,99.375,99.762001,0.18199900000000468,0.6949999999999932,5,2
2020-05-06,99.839996,100.264999,99.800003,100.136002,0.29600600000000554,0.4649959999999993,5,3
2020-05-07,100.264999,100.455002,99.824997,99.905998,-0.35900100000000634,0.630004999999997,5,4
2020-05-08,99.839996,99.970001,99.459999,99.768997,-0.07099900000000048,0.5100020000000001,5,5
2020-05-11,99.860001,100.349998,99.690002,100.269997,0.4099960000000067,0.6599959999999925,5,1
2020-05-12,100.269997,100.510002,99.684998,99.956001,-0.31399600000000305,0.825004000000007,5,2
2020-05-13,100.055,100.324997,99.584999,100.291,0.23599999999999,0.7399979999999999,5,3
2020-05-14,100.245003,100.605003,100.199997,100.507004,0.26200099999999793,0.4050060000000002,5,4
2020-05-15,100.305,100.514999,100.095001,100.433998,0.12899799999999573,0.41999800000000675,5,5
2020-05-18,100.434998,100.514999,99.595001,99.681,-0.7539979999999957,0.9199980000000068,5,1
2020-05-19,99.635002,99.754997,99.245003,99.365997,-0.26900500000000704,0.509994000000006,5,2
2020-05-20,99.559998,99.57,99.004997,99.135002,-0.42499599999999305,0.5650029999999902,5,3
2020-05-21,99.18,99.540001,99.029999,99.403,0.22299999999999898,0.5100020000000001,5,4
2020-05-22,99.445,99.900002,99.400002,99.888,0.44300000000001205,0.5,5,5
2020-05-26,99.760002,99.785004,98.894997,98.905998,-0.8540040000000033,0.8900069999999971,5,2
2020-05-27,99.010002,99.360001,98.714996,99.057999,0.04799699999999518,0.6450049999999976,5,3
2020-05-28,98.93,99.095001,98.334999,98.372002,-0.557998000000012,0.7600020000000001,5,4
2020-05-29,98.470001,98.550003,97.934998,98.341003,-0.12899799999999573,0.6150050000000107,5,5
2020-06-01,98.264999,98.334999,97.769997,97.82,-0.4449990000000099,0.5650019999999927,6,1
2020-06-02,97.860001,97.900002,97.419998,97.658997,-0.20100399999999752,0.4800039999999939,6,2
2020-06-03,97.57,97.614998,97.154999,97.259003,-0.3109969999999862,0.45999899999999627,6,3
2020-06-04,97.32,97.635002,96.559998,96.656998,-0.6630019999999917,1.075004000000007,6,4
2020-06-05,96.764999,97.050003,96.43,96.921997,0.15699800000000153,0.620002999999997,6,5
2020-06-08,96.934998,97.065002,96.580002,96.608002,-0.32699599999999407,0.48500000000001364,6,1
2020-06-09,96.635002,97.065002,96.214996,96.320999,-0.3140029999999996,0.8500060000000076,6,2
2020-06-10,96.445,96.464996,95.705002,95.949997,-0.495002999999997,0.759994000000006,6,3
2020-06-11,96.144997,96.82,95.945,96.738998,0.5940009999999916,0.875,6,4
2020-06-12,96.834999,97.455002,96.504997,97.305,0.47000100000001055,0.9500049999999902,6,5
2020-06-15,97.169998,97.385002,97.035004,96.977997,-0.19200100000000475,0.34999799999999937,6,1
2020-06-16,96.489998,97.239998,96.385002,96.932999,0.4430009999999953,0.8549959999999999,6,2
2020-06-17,96.949997,97.349998,96.764999,97.143997,0.19400000000000261,0.5849989999999963,6,3
2020-06-18,97.080002,97.555,96.93,97.400002,0.3200000000000074,0.625,6,4
2020-06-19,97.400002,97.699997,97.114998,97.577003,0.17700100000000418,0.5849989999999963,6,5
2020-06-22,97.629997,97.699997,96.940002,96.985001,-0.6449960000000061,0.7599949999999893,6,1
2020-06-23,96.839996,97.214996,96.32,96.608002,-0.23199400000000026,0.8949960000000061,6,2
2020-06-24,96.605003,97.205002,96.5,97.128998,0.5239949999999993,0.7050019999999932,6,3
2020-06-25,97.209999,97.584999,97.135002,97.388,0.17800100000000896,0.4499969999999962,6,4
2020-06-26,97.334999,97.665001,97.235001,97.403999,0.06900000000000261,0.4300000000000068,6,5
2020-06-29,97.474998,97.610001,97.084999,97.500999,0.026000999999993724,0.5250020000000006,6,1
2020-06-30,97.389999,97.809998,97.184998,97.348999,-0.04099999999999682,0.625,6,2
2020-07-01,97.375,97.614998,96.985001,97.154999,-0.22000099999999634,0.629997000000003,7,3
2020-07-02,97.139999,97.334999,96.790001,97.301003,0.16100399999999127,0.5449979999999925,7,4
2020-07-06,97.190002,97.190002,96.5,96.681999,-0.5080030000000022,0.6900020000000069,7,1
2020-07-07,96.699997,97.105003,96.555,96.838997,0.13900000000001,0.5500029999999896,7,2
2020-07-08,96.910004,97.004997,96.345001,96.367996,-0.5420079999999956,0.6599960000000067,7,3
2020-07-09,96.415001,96.779999,96.18,96.672997,0.25799599999999145,0.5999989999999968,7,4
2020-07-10,96.745003,96.959999,96.394997,96.613998,-0.13100500000000181,0.5650019999999927,7,5
2020-07-13,96.584999,96.639999,96.205002,96.406998,-0.17800099999999475,0.43499700000000985,7,1
2020-07-14,96.519997,96.669998,96.125,96.207001,-0.3129959999999983,0.5449980000000068,7,2
2020-07-15,96.120003,96.214996,95.720001,96.039001,-0.08100199999999802,0.49499500000000296,7,3
2020-07-16,95.974998,96.379997,95.845001,96.319,0.34400200000000325,0.5349960000000067,7,4
2020-07-17,96.260002,96.294998,95.845001,95.889,-0.3710020000000043,0.4499970000000104,7,5
2020-07-20,96.0,96.144997,95.675003,95.772003,-0.227997000000002,0.4699939999999998,7,1
2020-07-21,95.699997,95.870003,94.980003,95.059998,-0.6399990000000031,0.8900000000000006,7,2
2020-07-22,95.089996,95.375,94.775002,94.93,-0.15999599999999248,0.5999979999999994,7,3
2020-07-23,94.955002,95.150002,94.540001,94.649002,-0.3059999999999974,0.6100009999999969,7,4
2020-07-24,94.75,94.779999,94.099998,94.379997,-0.370002999999997,0.6800010000000043,7,5
2020-07-27,94.345001,94.375,93.419998,93.614998,-0.7300029999999964,0.9550019999999932,7,1
2020-07-28,93.489998,93.964996,93.449997,93.647003,0.15700499999999806,0.5149990000000031,7,2
2020-07-29,93.709999,93.769997,93.120003,93.431999,-0.2779999999999916,0.6499940000000066,7,3
2020-07-30,93.305,93.639999,92.889999,93.009003,-0.29599699999999984,0.75,7,4
2020-07-31,92.775002,93.525002,92.510002,93.320999,0.5459969999999998,1.0150000000000006,7,5
2020-08-03,93.389999,93.980003,93.294998,93.507004,0.11700499999999181,0.6850049999999896,8,1
2020-08-04,93.504997,93.815002,93.214996,93.377998,-0.12699899999999786,0.6000060000000076,8,2
2020-08-05,93.144997,93.235001,92.535004,92.849998,-0.29499900000000423,0.6999969999999962,8,3
2020-08-06,92.779999,93.084999,92.474998,92.767998,-0.01200099999999793,0.6100009999999969,8,4
2020-08-07,92.785004,93.625,92.739998,93.412003,0.6269989999999979,0.8850020000000001,8,5
2020-08-10,93.415001,93.684998,93.275002,93.569,0.1539989999999989,0.4099959999999925,8,1
2020-08-11,93.595001,93.735001,93.139999,93.599998,0.004997000000003027,0.5950019999999938,8,2
2020-08-12,93.654999,93.894997,93.209999,93.407997,-0.24700200000000905,0.6849980000000073,8,3
2020-08-13,93.364998,93.389999,92.904999,93.317001,-0.04799699999999518,0.48499999999999943,8,4
2020-08-14,93.245003,93.410004,92.995003,93.084999,-0.1600040000000007,0.41500100000000373,8,5
2020-08-17,93.035004,93.114998,92.75,92.847,-0.1880040000000065,0.36499799999999993,8,1
2020-08-18,92.82,92.82,92.110001,92.259003,-0.5609969999999862,0.7099989999999963,8,2
2020-08-19,92.209999,93.065002,92.144997,92.879997,0.6699980000000068,0.9200050000000033,8,3
2020-08-20,92.974998,93.245003,92.709999,92.778,-0.19699799999999357,0.5350040000000007,8,4
2020-08-21,92.690002,93.480003,92.565002,93.239998,0.549995999999993,0.9150009999999895,8,5
2020-08-24,93.214996,93.339996,92.830002,93.289001,0.07400499999999965,0.509994000000006,8,1
2020-08-25,93.269997,93.349998,92.959999,93.018997,-0.2510000000000048,0.3899990000000031,8,2
2020-08-26,93.019997,93.375,92.834999,92.996002,-0.023994999999999322,0.5400010000000037,8,3
2020-08-27,92.834999,93.349998,92.385002,92.990997,0.15599799999999675,0.9649959999999993,8,4
2020-08-28,93.029999,93.099998,92.18,92.378998,-0.6510010000000079,0.9199979999999925,8,5
2020-08-31,92.300003,92.489998,91.989998,92.130997,-0.1690060000000102,0.5,8,1
2020-09-01,92.169998,92.400002,91.724998,92.336998,0.16699999999998738,0.6750040000000013,9,2
2020-09-02,92.264999,92.875,92.235001,92.834,0.5690010000000001,0.6399990000000031,9,3
2020-09-03,92.705002,93.084999,92.684998,92.733002,0.028000000000005798,0.40000100000000316,9,4
2020-09-04,92.824997,93.245003,92.665001,92.719002,-0.10599499999999296,0.5800019999999932,9,5
2020-09-08,93.050003,93.519997,93.0,93.441002,0.39099899999999366,0.5199970000000036,9,2
2020-09-09,93.535004,93.665001,93.125,93.258003,-0.2770009999999985,0.5400010000000037,9,3
2020-09-10,93.269997,93.449997,92.699997,93.331001,0.06100399999999695,0.75,9,4
2020-09-11,93.345001,93.375,93.110001,93.32,-0.02500100000000316,0.2649990000000031,9,5
2020-09-14,93.25,93.300003,92.910004,92.912003,-0.33799700000000144,0.3899990000000031,9,1
2020-09-15,93.07,93.184998,92.790001,93.084999,0.014999000000003093,0.3949969999999894,9,2
2020-09-16,93.129997,93.300003,92.800003,93.231003,0.10100599999999815,0.5,9,3
2020-09-17,93.190002,93.629997,92.875,92.969002,-0.22100000000000364,0.754997000000003,9,4
2020-09-18,92.894997,93.044998,92.769997,92.952003,0.05700600000000122,0.27500100000000316,9,5
2020-09-21,93.004997,93.815002,92.754997,93.683998,0.6790009999999995,1.0600050000000039,9,1
2020-09-22,93.584999,94.120003,93.5,94.017998,0.43299900000000946,0.620002999999997,9,2
2020-09-23,94.029999,94.495003,93.964996,94.443001,0.41300199999999165,0.5300069999999977,9,3
2020-09-24,94.440002,94.654999,94.224998,94.393997,-0.04600500000000807,0.4300010000000043,9,4
2020-09-25,94.345001,94.794998,94.224998,94.681999,0.33699800000000835,0.5700000000000074,9,5
2020-09-28,94.629997,94.669998,94.175003,94.302002,-0.32799500000000137,0.49499500000000296,9,1
